Source,Hypothesis,Reference,Source Language,Target Language
"For precisely this reason we regard as hypocritical the alleged concerns over the rise of far-right and paramilitary organisations in Europe, and we reject every attempt to equate the class struggle, the struggles of the workers' and popular movement and communist ideology with extremist ideologies, as an unacceptable attempt to instil fear in people.","kišlukas šaj rakstītās gadījumiem mēs paziņojamu kā hypokritiskus tāl runājumus par to, ka vispirms-prāts un paramilitāru organizāciju augšējumu eiropē, un mēs atzīmējam visu vēlējumu, lai sākotnēšo klasas būtības, darbnieku un populāru eksperimentu un komunistisku ideologiju sākotnēšajā ideologijā ar extremistiskajā ideologijā būtu vienādītas, kā neprīmētā vēlējumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, lai izmantotu tāl runājumu, la","tieši šī iemesla dēļ mēs uzskatām, ka paustās bažas par galēji labēju un parlamentāru organizāciju pieaugumu eiropā ir liekulīgas, un mēs noraidām visus mēģinājumus pielīdzināt šķiru cīņu, strādnieku un tautas kustības cīņu un komunisma ideoloģiju ekstrēmām ideoloģijām kā nepieņemamu mēģinājumu iedzīt cilvēkiem bailes.",en,lv
I support all of this.,mi štojat visu.,es to visu atbalstu.,en,lv
When will people be told the truth?,kiedy ludzie budu powiedziani prawdę?,kad cilvēkiem teiks taisnību?,en,lv
"As for the financial aspect, I called for the initial proposal to be refocused.","lingua vulgaris (lv): saņēmot finanšu aspektu, pieprasītu, lai pēdējo pakalpojumu būtu atjaunināts.","runājot par finansiālo aspektu, es tomēr aicināju pievērst lielāku vērību sākotnējam priekšlikumam.",en,lv
So we ask the Commission to send a clear message and take clear steps.,nos venim a pregonar la komisjoni a inviare un messaggio chiaro e a prendere passi chiarissimi.,tāpēc mēs lūdzam komisiju sūtīt baltkrievijai skaidru vēsti un spert skaidrus soļus.,en,lv
"But I do not support the use of simplified procedure in the future and I think it would be a good idea for us to have a hearing on the Slot Allocation Directive, perhaps in the autumn or winter when we come back.","taip, nepritašau na naudojimą leidžiamos procedūros naudojimą pačiame metu ir tinkam, kad būtų gerai, kad mūsų būtų atsakingas audiencijos apie slot allocation direktivą, vėliau arba rudėje, kai grįžėme.","bet aš nepritariu, kad supaprastinta procedūra būtų taikoma ateityje ir manau, kad būtų gera mintis dėl laiko tarpsnių paskirstymo direktyvos surengti posėdį galbūt rudenį ar žiemą, kai sugrįšime atgal.",en,lt
It is indeed the case that the Council's compromise refers to potential flexibility at the level of the social partners and collective agreements.,"taip patys yra taip, kad komisijos kompromisas yra tikėtina, kad būtų galima flexibilumas tarp socialinių partnerių ir kolektyvinų sutartis.",tarybos kompromise iš tiesų kalbama apie galimą lankstumą socialinių partnerių ir kolektyvinių susitarimų lygmeniu.,en,lt
"I would like to take this opportunity to welcome the Executive Committee of the German War Graves Commission (Volksbund Deutsche Kriegsgräberfürsorge) from Baden-Württemberg under its chair, Mr Nothelfer.","ich möchte diese gelegenheit nutzen, den vorstand des volksbund deutsche kriegsgräberfürsorge aus baden-württemberg unter vorsitz, herr nothelfer, herzlich willkommen heißen.",norėčiau pasinaudoti šia proga ir pasveikinti vykdomojo komiteto vokietijos karių kapų priežiūros susivienijimo komisiją (vok. volksbund deutsche kriegsgräberfürsorge) iš badeno viurtembergo ir jos pirmininką n. nothelferį.,en,lt
"(RO) Prior to Romania's accession to the European Union, there were many voices in this Parliament claiming that the Roma people are discriminated against in Romania.","antes da adesão da romênia à união europeia, existiam muitas vozes neste parlamento afirmando que o povo roma é discriminado na romênia.","(ro) iki rumunijos įstojimo į europos sąjungą šiame parlamente daug kas sakė, kad rumunijoje diskriminuojami romai.",en,lt
"The steps needed to ensure safe food have much in common with the steps needed for a more efficient fight against climate change, improved development aid, the development of other commercial structures, greater transparency on the commodity markets and measures against speculation.","the steps needed to ensure safe food share many similarities with the steps needed for a more effective fight against climate change, improved development aid, the development of other commercial structures, greater transparency on the commodity markets, and measures against speculation.","žingsniai, kurių reikia imtis, siekiant užtikrinti saugų maistą, labai panašūs į žingsnius, kurių reikia imtis siekiant užtikrinti veiksmingesnę kovą su klimato kaita, patobulinta parama vystymuisi, kitų komercinių struktūrų plėtra, didesniu skaidrumu prekių rinkoje ir priemonėmis prieš spekuliaciją.",en,lt
"I think, at the very least, a proper time to have this discussion would be when we have the discussion on the budget for the future, meaning after 2013.","mano pačiausiai, tai būtų tikros laikas atsakyti šią diskusiją, kai bus diskutuojama budžetas prieš 2013 m., t.y. po 2013 m.","mano manymu, tinkamas laikas šias diskusijas surengti ateis po diskusijų dėl ateities biudžeto, t. y. po 2013 m.",en,lt
"Documents related to decisions that have not yet been taken, or reflecting internal discussions, are not the same as other documents.","dokumentai, kuriuose nėra pažymėtos reikalavimai, arba kurie yra susijusi su atsitiktinėmis diskusijomis, nėra tikros tokių, kaip kiti dokumentai.","dokumentai, susiję su dar nepriimtais sprendimais, arba atspindintys vidines diskusijas, nėra lygiaverčiai kitiems dokumentams.",en,lt
"In our other amendment, we aim to make it possible to lower the VAT rate on renovation and repair work in order to save energy.","susijungęs kitą pakeitimą, mums leidžiama sukurti galimybę patvirtinti mažesnę pvm tūrėjimą prie atnaujinimo ir išmokymo darbų, kad išsaugotume energiją.","kito mūsų pateikto pakeitimo tikslas - sudaryti galimybę pvm lengvatą taikyti pastatų atnaujinimo ir remonto darbams, kuriais siekiama taupyti energiją.",en,lt
"Woman is a great person in our land, and she is dignified, whether she is Jewish, Christian or Muslim, although she probably faced injustice because of men.","žmogus yra didelis asmuo atsaulyje mūsų tėvynės, ir leidžiama įmanomai, kad ji yra žydininkė, krikščionė ar muslimė, tačiau šiame atveju gali būti patvirtinta, kad ji pasirinkė tai, kad būtų neįmanoma dėl vyrų.","moteris yra didis žmogus mūsų žemėje ir ji yra verta pagarbos, ar ji būtų žydė, krikščionar musulmonė, nors ji, galbūt, patyrneteisybę dėl vyro.",en,lt
"Mr Lamberts, I implore you to keep it brief, let us see if you can enlighten your colleague with your point of view in just thirty seconds, shall we?","signor lamberts, prego di essere breve, vediamo se puoi illuminare il tuo punto di vista al tuo collega in soli trenta secondi, per favore?","pone ph. lambertsai, labai prašau kalbėti trumpai, pažiūrėkime, ar galėsite išsakyti kolegai savo nuomonę per trisdešimt sekundžių, bandom?",en,lt
"This was a continuous problem, raised time and again with me by my constituents.","to: pl

this was a persistent problem, which was repeatedly brought to my attention by my constituents.",to był nieustanny problem i moi wyborcy wielokrotnie się z nim do mnie zwracali.,en,pl
"This in turn requires intervention in the market and improved marketing in the sector, improving the first-sale price, increasing pay for work by fishermen, reducing the margins of middlemen and promoting fair distribution of added value throughout the value chain of this sector.","to achieve this, it's necessary to ingerwować rynkiem i poprawić marketing w sektorze, poprawiając cenę pierwszego sprzedaży, zwiększając wynagrodzenie za pracę rybaków, zmniejszając marże pośredników i promując równomierne rozdawanie dodanej wartości w całej łańcuchu dostaw tego sektora.","to z kolei wymaga interwencji na rynku i lepszego marketingu w sektorze, zwiększenia ceny pierwszej sprzedaży, wyższych wynagrodzeń za pracę dla rybaków, zmniejszenia marży pośrednika oraz propagowania uczciwego rozmieszczenia wartości dodanej w całym łańcuchu wartości w danym sektorze.",en,pl
"(DE) Mr President, ladies and gentlemen, once again this very basic question poses itself: are environmental protection, climate protection and financial and industrial policy compatible?","panie prezydencie, pani i panowie, ponownie pojawia się bardzo podstawowa pytań: czy ochrona środowiska, ochrona klimatu i polityka finansowa i przemysłowa są zgodne?","(de) panie przewodniczący, panie i panowie! jeszcze raz to podstawowe pytanie nasuwa się samo: czy polityka ochrony środowiska, ochrony klimatu oraz polityka finansowa i przemysłowa są ze sobą zgodne?",en,pl
